,ApplicationId,SubprojectId,FiscalYear,OrganisationName,OrganisationCity,OrganisationState,DepartmentType,ProjectNumber,ProjectSerialNumber,OrganisationCountry,ActivityCode,AwardAmount,IsActive,ProgramOfficers,AgencyICFundig,ProjectStartDate,ProjectEndDate,FundingOpportunityAnnouncements,AbstractText,ProjectTitle,PHRText,ProjectInvestigatorsName,ProjectInvestigatorsId
16,8450936,,2013,BROWN UNIVERSITY,PROVIDENCE,RI,BIOCHEMISTRY,5R01GM019756-41,GM019756,UNITED STATES,R01,634268,False,Michael T. Bender,National Institute of General Medical Sciences,1975-09-01T04:00:00Z,2015-03-31T04:00:00Z,PA07070,"  
DESCRIPTION (provided by applicant): ABSTRACT:  The long-term goal of this grant proposal is to understand at an atomic level how the ribosome functions during protein synthesis. We will take a multidisciplinary approach utilizing genetic, biochemical and structural methods to study the bacterial ribosome. Our first aim is to examine ribosome structural dynamics during decoding of mRNA and its inhibition by antibiotics. We will use X-ray crystallography to obtain high-resolution structures of mutant Thermus thermophilus 30S subunits that reveal new conformational states. We will examine the effects of the mutations on the accuracy and kinetics of decoding. Our second aim is to probe a pathway by which codon recognition is signaled via ribosomal protein S12 and aminoacyl-tRNA to EF-Tu to activate GTP hydrolysis, a key step in the tRNA selection process. These experiments are designed to provide fundamental insights into ribosome structure and function, including new conformational states of the ribosome, to aid in understanding the decoding process. The ability to solve structures of ribosomes with antibiotic-resistance mutations will aid in understanding the mechanisms of antibiotic action and resistance, and has particular clinical relevance for the rational design of drugs to fight resistant microbial pathogens.  
  
",Polysomes & Subunits: Structure-Function Relationships,"PUBLIC HEALTH RELEVANCE: PROJECT NARRATIVE: The goal of this project is to further our understanding of the molecular mechanisms of protein synthesis at the atomic level, using the methods of structural biology, genetics and biochemistry. Protein synthesis in bacteria is the target of over half of all antibiotics, and modifications and mutations in components involved of this process can lead to antibiotic resistance, one of the most pressing medical problems of our time. Deciphering the molecular basis for antibiotic resistance will provide important information needed for the rational design of novel antimicrobial agents effective against antibiotic resistant microorganisms. A more comprehensive examination of the structural basis for protein synthesis will also provide important insights into one of the most fundamental processes found in all forms of life.  
    

",ALBERT E DAHLBERG,1965233
17,6894185,,2005,UNIVERSITY OF MICHIGAN AT ANN ARBOR,ANN ARBOR,MI,OBSTETRICS & GYNECOLOGY,2T32HD007048-31,HD007048,UNITED STATES,T32,308913,False,SUSAN  TAYMANS,Eunice Kennedy Shriver National Institute of Child Health and Human Development,1975-09-01T04:00:00Z,2010-04-30T04:00:00Z,,"DESCRIPTION (provided by applicant): This longstanding training program, now administered through the Department of Obstetrics and Gynecology, will provide four predoctoral students and three postdoctoral fellows, including physicians, with a broad and in-depth experience in reproductive sciences involving human beings and animals. This will be accomplished by the strong and closely integrated multi-departmental Reproductive Sciences Program (RSP) involving the resources of 28 faculty members in several departments and colleges. Qualified trainees are accepted after competitive review. Predoctoral fellows must first be accepted into the Rackham School of Graduate Studies; once in the RSP, they will participate in the Program-sponsored course in reproductive sciences and in other targeted courses designed to stimulate considerations about translational research. Postdoctoral fellows will submit an individual NRSA application and interact with both clinical and sociological fellows interested in the fields of women's and men s health. All fellows will be involved in various investigative projects, seminars, workshops, and courses. The training program furnishes flexible, individualized, rigorous training that will enable the trainee to acquire a broad, critical understanding of current concepts in reproductive sciences, including translational research, and an intimate knowledge of modern sophisticated, methodological approaches. Hands-on training will be accomplished primarily in the various research and clinical laboratories of RSP faculty mentors and co-mentors. The interdisciplinary traditions and culture of the Program will continue through several activities including the weekly noon RSP Fellows and Faculty Seminar Series, RSP Poster Day, RSP Trainee Consultants, and interactive sessions with clinical researchers. These trainee functions provide an opportunity for critical review of research progress, experimental designs, and future research plans, and they lead to national exposure. Fellows will have access to several University-supported core facilities that provide essential instruction, reagents, space and equipment. RSP graduates are able to pursue an independent career in one or more disciplines: anatomy, animal science, biochemistry, cell and molecular biology, neurosciences including behavior and neuroendocrinology, men's health, obstetrics and gynecology, pediatrics, pharmacology, physiology, toxicology, veterinary medicine, women's health and zoology. Special expertise may be obtained in several subspecialties: electron microscopy, histology, histochemistry, immunoendocrinology, regulatory biology, hormone action, contraceptive biology, neuroendocrinology, membrane biology, general endocrinology, developmental biology, gene expression, data analysis, recombinant DNA technology, biological rhythms, epidemiology, and clinical investigation.",Training Program in Reproductive Endocrinology,,DOUGLAS L FOSTER,1863159
18,7059319,,2006,UNIVERSITY OF MICHIGAN AT ANN ARBOR,ANN ARBOR,MI,OBSTETRICS & GYNECOLOGY,5T32HD007048-32,HD007048,UNITED STATES,T32,309731,False,SUSAN  TAYMANS,Eunice Kennedy Shriver National Institute of Child Health and Human Development,1975-09-01T04:00:00Z,2010-04-30T04:00:00Z,,,Training Program in Reproductive Endocrinology,,GARY DANIEL SMITH,1859945
19,2518887,,1997,CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,NONE,5R37GM022432-23,GM022432,UNITED STATES,R37,546253,False,,National Institute of General Medical Sciences,1975-09-01T04:00:00Z,2000-08-31T04:00:00Z,,"Two membrane proteins with important and well-defined physiological             
functions in cellular respiration (cytochrome c oxidase from beef heart and     
yeast mitochondria; HCO3-/Cl- anion exchange protein from human red blood       
cells) are under study to relate their biological functions to their            
chemical structures and three-dimensional structures in the membrane.           
                                                                                
(1) Work toward elucidation of the structure of the metal sites of              
cytochrome c oxidase, their spatial distribution and functional role in         
electron transfer, dioxygen reduction and energy conservation will be           
continued.  Particular emphasis will be devoted to the ligands of CuB, the      
nature of the ""pulsed"" enzyme, the electronic structures of the two             
dioxygen intermediates at the three-electron level of reduction, the            
sequence of intramolecular electron transfer, redox interactions among the      
metal sites and their role in the energy conservation process, and the site     
of redox-linked proton translocation in the protein.  A hypothesis of           
redox-linked proton-translocation based on the concept of electron-gating       
will be tested and the details extended or refined as necessary.  (2)           
Similarly, the structure of the anion transport sites of the Cl-/HCO3-          
anion exchange protein is being studied by 35Cl/37Cl nuclear magnetic           
resonance (NMR) spectroscopy and amino acid-specific modification               
experiments, followed by chemical analysis by HPLC.  The goals are to           
develop a molecular picture describing the anion translocation event, the       
structure of the transport site(s), their location(s) in the primary            
sequence of the protein and relative to the membrane, and the minimal           
structure containing the intact anion transport machinery.  (3) To              
investigate the interactions of these proteins with the lipids in the           
membranes in which they are embedded, purified cytochrome c oxidase as well     
as the HCO3-/Cl- exchange protein are being reconstituted into lipid            
membranes of well-defined chemical compositions.  The state of aggregation      
of the intramembraneous particles in the reconstituted membranes is being       
visualized by freeze-fracture electron microscopy, and the protein              
distributions thus derived are correlated with the motional state of the        
bilayer inferred from magnetic resonance experiments to provide insights on     
the nature of the lipid deformations induced by the membrane proteins in        
their immediate surroundings.  These studies on lipid-mediated                  
protein-protein forces are designed to develop an understanding of the          
significance of protein-lipid interactions in biological function.              
",MEMBRANE PROTEINS--STRUCTURE AND FUNCTION,,SUNNEY I. CHAN,2401834
20,2770826,,1998,UNIVERSITY OF CALIFORNIA SAN DIEGO,LA JOLLA,CA,BIOLOGY,5R37GM018386-29,GM018386,UNITED STATES,R37,592271,False,,National Institute of General Medical Sciences,1975-09-01T04:00:00Z,2000-08-31T04:00:00Z,,"This research program deals with mechanisms of transcription and                
transcriptional regulation. One major project area focusses on the              
mechanism for coupling the expression of certain viral genes to DNA             
replication during the development of the bacterial virus T4, a process         
that is now known to involve transcriptional enhancer mechanisms. The           
principal research topics are: 1) the role of DNA connectivity in the           
enhancement (i.e. whether enhancing interactions occur in a                     
three-dimensional space or whether they require tracking along DNA); 2) the     
effects of assembling replication proteins into replisome on their ability      
to enhance transcription and the effects of ongoing replication on              
enhancement; 3) figuring out how transcriptional enhancement works at the       
molecular level by mapping protein-protein and protein-DNA interactions at      
the promoter and at the enhancer. These four broad topics will be pursued       
by various in vitro methods, including transcription kinetics, various          
footprinting techniques, photocrosslinking of protein to DNA, other             
crosslinking methods and other methods of analyzing the binding of proteins     
to DNA in assemblies of moderate complexity. A fourth topic involves            
certain in vivo correlates of the preceding analysis.                           
                                                                                
The second project area consists of several research topics involving           
transcription by RNA polymerase III. It is now clear that only one              
transcription factor of the yeast RNA polymerase III, TFIIIB, is essential      
for positioning the enzyme at the start site for transcription. One             
research topic analyzes this minimal transcription initiation system in         
kinetic and structural terms, using normal and mutant promoters. A second       
research topic involves the use of photochemical methods, including the use     
of a newly developed photocrosslinking reagent, to analyze the structure of     
transcription complexes and to map protein-protein as well as protein-DNA       
interactions along an entire transcription unit. A third research topic         
involves kinetic and structural analysis of RNA chain elongation and            
termination by RNA polymerase III.                                              
                                                                                
The connecting thread of these two lines of research is their common focus      
on a molecular understanding of transcription and its regulation and on         
processes such as promoter finding, promoter opening, modulations of            
promoter strength by protein-protein and protein-DNA interactions, RNA          
chain elongation and termination that are common to transcription in all        
organisms and all types of cells.                                               
",NUCLEIC ACIDS NUCLEOPROTEINS,,ERNEST PETER GEIDUSCHEK,1876894
21,2609007,,1998,UNIVERSITY OF MICHIGAN AT ANN ARBOR,ANN ARBOR,MI,OBSTETRICS & GYNECOLOGY,5T32HD007048-24,HD007048,UNITED STATES,T32,158586,False,,Eunice Kennedy Shriver National Institute of Child Health and Human Development,1975-09-01T04:00:00Z,2000-04-30T04:00:00Z,,,TRAINING PROGRAM IN REPRODUCTIVE ENDOCRINOLOGY,,DOUGLAS L FOSTER,1863159
22,6150962,,2000,YALE UNIVERSITY,NEW HAVEN,CT,PHYSIOLOGY,5R37GM014642-33,GM014642,UNITED STATES,R37,494777,False,James F. Deatherage,National Institute of General Medical Sciences,1975-09-01T04:00:00Z,2004-01-31T05:00:00Z,,"In the bi-flagellate alga Chlamydomonas, flagellar detachment signals           
the immediate, coordinate upregulation of over 200 genes encoding               
flagellar proteins, and, within minutes, the synthesis of these proteins        
and their assembly into new flagella.  This project is directed toward          
determining (a) where in the cytoplasm the mRNAs encoding these                 
flagellar proteins are located and where these proteins are synthesized;        
(b) to what extent these polypeptides are pre-assembled in the cytoplasm        
prior to entering the nascent flagella; (c) how these proteins are              
targeted to the flagella; (d) the role of the basal body/centriole in           
this targeting process; and (e) how, once in the flagella, the                  
precursors are transported to the assembly site at the flagellar tips.          
Using a variety of assembly mutants, these studies examine the                  
synthesis, assembly and transport of flagellar radial spokes, which are         
complexes composed of 17 polypeptides that pre-assemble in the                  
cytoplasm, yet function solely in the flagella.  Studies on transport           
focus on intraflagellar transport (IFT), a motility characterized by the        
rapid anterograde and retrograde movement of particles between the              
flagellar membrane and axoneme.  IFT particles are composed of ca. 15           
polypeptides, the genes for which are being cloned.  Mutations in C.            
elegans homologues of 3 of these polypeptides have been identified that         
result in defects in assembly of cilia found on sensory dendrites.              
Likewise, mutations in the microtubule motors that power anterograde and        
retrograde IFT in Chlamydomonas and their homologues in C. elegans              
result in the inability to assemble functional flagella or sensory              
cilia.  IFT is, therefore, one of the only microtubule-based motilities         
in which mutants are available in both the anterograde and retrograde           
transport of defined, isolable particles.  Particles, ultrastructurally         
similar to IFT particles, are found in the connecting cilium of                 
vertebrate retinal rod inner-outer segments, and kinesins, homologous           
to those associated with IFT, have been localized to this region. These         
observations suggest that IFT is universally required for assembly and          
maintenance of both motile and non-motile sensory cilia and, therefore,         
may be involved in male fertility, the assembly and maintenance of              
respiratory and oviduct cilia, and diseases of the retinal rod and cone         
outer segments.                                                                 
",SYNTHESIS AND ASSEMBLY OF FLAGELLAR PROTEINS,,JOEL L ROSENBAUM,1955194
23,6128898,,2000,"CARNEGIE INSTITUTION OF WASHINGTON, D.C.",WASHINGTON,DC,,2R01GM022395-25,GM022395,UNITED STATES,R01,376040,False,Judith H. Greenberg,National Institute of General Medical Sciences,1975-09-01T04:00:00Z,2004-03-31T05:00:00Z,,"Amphibian metamorphosis involves the growth and differentiation, cell death and resorption, or remodeling of most tadpole tissue to become a frog. These changes are controlled by thyroid hormone (TH). Metamorphosis is a remarkably tractable developmental system since the diverse changes can be induced precociously with exogenous TH or inhibited pharmacologically with well known ""goitrogens"" added to the rearing water. Many features of TH physiology are the same in all vertebrates including the negative feedback loop between the thyroid gland the pituitary, the remarkable similarity in the TH receptors (TR), their RCR partners, and the DNA elements (TRE) to which these receptors bind. We have developed a three phase strategy to study individual programs of metamorphosis. First, we identified genes that are up- and down-regulated by TH in the tail, limb, intestine, and a cultured cell by means of a subtractive hybridization method that has the added power of estimating the number of genes in each program. We have concentrated our attention on the simplest program, tail resorption, in which we isolated about half of the TH-induced up- and down-regulated genes (17 and 4, respectively) clues about their possible roles in the resorption program. This grant application deals with the third phase which is underway, namely assaying genes for functional role in metamorphosis. The recent discovery of a transgenesis method for Xenopus laevis has provided us with such an assay. The function of the TH response gene in metamorphoses can be assessed as well as the various receptors, co-activators, and o-repressors that are presumed to play a role in the ability of TH to alter gene expression. Of special interest is an examination of the role of unliganded thyroid receptor in suppressing metamorphic changes. The participation of various hormones other than TH that have been implicated in amphibian metamorphosis is being assessed. The molecular explanation for many well documented biological features of metamorphosis such as the onset of competence to respond to TH, the different chronology of tissue response to the hormone (heterochrony) can be studied from a new perspective. We have already observed instructive phenotypes by over-expressing genes that inhibit metamorphosis. Strategies are described that can take advantage of these phenotypes and elucidate developmental pathways. ",AMPHIBIAN METAMORPHOSIS--A DEVELOPMENTAL PROGRAM,,DONALD D BROWN,1898460
24,6125209,,2000,YALE UNIVERSITY,NEW HAVEN,CT,PHYSIOLOGY,5R01GM009966-37,GM009966,UNITED STATES,R01,386821,False,Judith H. Greenberg,National Institute of General Medical Sciences,1975-09-01T04:00:00Z,2001-11-30T05:00:00Z,,"DESCRIPTION (adapted from investigator's abstract):  A major problem in         
developmental biology concerns the specification of identities along linear     
axes.  Axial development frequently involves serial structures, as for          
example somites, which develop differentially depending on their position.      
Seemingly diverse developmental processes such as the formation of the          
cranial nerves, vertebrae, limbs, and the urogenital system all share the       
feature of axial specification that may involve common underlying               
developmental mechanisms.  There is growing support for this integrative        
concept based primarily on the discovery of the homeobox genes which are        
highly conserved throughout multicellular organisms and involved in axial       
specification.  The Principal Investigator will examine the molecular basis     
of homeobox gene activation associated with the specification of                
developmental identity.  Hoxc-8 was chosen because it is representative of      
the medial class of Hox genes and because a wealth of information exists for    
this gene.  Three major approaches to the analysis of Hoxc-8, all of which      
involve different aspects of its transcriptional control, will be taken.        
The first will identify enhancer motifs using reporter constructs in            
transgenic mice.  Experience has shown this approach to be reliable,            
efficient, and rapid.  The transgenic system will be combined with the use      
of YACs containing the mouse Hoxc cluster, and a novel clasper vector that      
permits the precise dissection of YACs by recombination.  These new tools       
facilitate the detection of enhancer elements operating at substantial          
distances from the promoter, enhancer sharing between Hox genes, and genetic    
complementation.  The second will characterize transcription factors            
regulating the expression of Hox genes by interaction with the defined          
enhancer motifs.  Attention will be given to the combinational interaction      
of these proteins, a possibility underlined by their preliminary findings.      
The third will investigate functional aspects of Hoxc-8 enhancers at the        
molecular level using in vivo ligation-mediated PCR footprinting, using         
embryonic tissues, transgenic mice, and transformed cell populations.           
",DEVELOPMENTAL REGULATION OF HOX GENE EXPRESSION,,FRANK H RUDDLE,1862461
25,6350004,,2001,SALK INSTITUTE FOR BIOLOGICAL STUDIES,LA JOLLA,CA,,5R01CA013884-28,CA013884,UNITED STATES,R01,387451,False,,National Cancer Institute,1975-09-01T04:00:00Z,2004-01-31T05:00:00Z,,"Our long-term objective is to understand cell transformation by DNA tumor       
viruses. The transforming proteins of these viruses exert their effects,        
at least in part, by associating with cellular proteins involved in growth      
regulation. We will study nature and functional consequences of the             
association of the polyoma middle T antigen (mT) with protein phosphatase       
2A (PP2A), pp60c-src and phosphatidylinositol-3 (PI-3) kinase, using a          
combination of genetic analysis of mT and biochemical analysis of cellular      
growth control signalling pathways. We will study mechanisms by which mT        
transactivates cellular growth control genes, including c-fos and c-jun,        
and will explore the involvement of ras and raf in mT-mediated                  
transactivation and cell transformation. Neuroblastoma cells express a          
neuronal form of pp60c-src, with an altered Src homology 3 (SH3) domain.        
We will seek to identify proteins that bind differentially to the SH3           
domains of the neuronal and fibroblastic forms of pp60c-src, to increase        
our understanding of mechanisms by which pp60c-src affects cell growth and      
differentiation. Finally we will study mechanisms of transactivation by         
p53, the association of p53 with the cellular protein, MDM2, and cell           
cycle control by p53, with emphasis on the possible role of                     
phosphorylation in these processes.                                             
",VIRAL GENE FUNCTIONS AND REGULATION OF CELL GROWTH,,Walter  Eckhart,1864017
26,6351138,,2001,YALE UNIVERSITY,NEW HAVEN,CT,PHYSIOLOGY,5R37GM014642-34,GM014642,UNITED STATES,R37,508246,False,James F. Deatherage,National Institute of General Medical Sciences,1975-09-01T04:00:00Z,2004-01-31T05:00:00Z,,"In the bi-flagellate alga Chlamydomonas, flagellar detachment signals           
the immediate, coordinate upregulation of over 200 genes encoding               
flagellar proteins, and, within minutes, the synthesis of these proteins        
and their assembly into new flagella.  This project is directed toward          
determining (a) where in the cytoplasm the mRNAs encoding these                 
flagellar proteins are located and where these proteins are synthesized;        
(b) to what extent these polypeptides are pre-assembled in the cytoplasm        
prior to entering the nascent flagella; (c) how these proteins are              
targeted to the flagella; (d) the role of the basal body/centriole in           
this targeting process; and (e) how, once in the flagella, the                  
precursors are transported to the assembly site at the flagellar tips.          
Using a variety of assembly mutants, these studies examine the                  
synthesis, assembly and transport of flagellar radial spokes, which are         
complexes composed of 17 polypeptides that pre-assemble in the                  
cytoplasm, yet function solely in the flagella.  Studies on transport           
focus on intraflagellar transport (IFT), a motility characterized by the        
rapid anterograde and retrograde movement of particles between the              
flagellar membrane and axoneme.  IFT particles are composed of ca. 15           
polypeptides, the genes for which are being cloned.  Mutations in C.            
elegans homologues of 3 of these polypeptides have been identified that         
result in defects in assembly of cilia found on sensory dendrites.              
Likewise, mutations in the microtubule motors that power anterograde and        
retrograde IFT in Chlamydomonas and their homologues in C. elegans              
result in the inability to assemble functional flagella or sensory              
cilia.  IFT is, therefore, one of the only microtubule-based motilities         
in which mutants are available in both the anterograde and retrograde           
transport of defined, isolable particles.  Particles, ultrastructurally         
similar to IFT particles, are found in the connecting cilium of                 
vertebrate retinal rod inner-outer segments, and kinesins, homologous           
to those associated with IFT, have been localized to this region. These         
observations suggest that IFT is universally required for assembly and          
maintenance of both motile and non-motile sensory cilia and, therefore,         
may be involved in male fertility, the assembly and maintenance of              
respiratory and oviduct cilia, and diseases of the retinal rod and cone         
outer segments.                                                                 
",SYNTHESIS AND ASSEMBLY OF FLAGELLAR PROTEINS,,JOEL L ROSENBAUM,1955194
27,6329803,,2001,VANDERBILT UNIVERSITY,NASHVILLE,TN,BIOCHEMISTRY,5T32HD007043-27,HD007043,UNITED STATES,T32,205458,False,SUSAN  TAYMANS,Eunice Kennedy Shriver National Institute of Child Health and Human Development,1975-09-01T04:00:00Z,2005-04-30T04:00:00Z,,,"REPRODUCTIVE BIOLOGY, BIOCHEMISTRY AND ENDOCRINOLOGY",,DAVID E ONG,1863687
28,6134315,,1999,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,NONE,3P30CA014051-28S1,CA014051,UNITED STATES,P30,203000,False,Hasnaa  Shafik,National Cancer Institute,1975-09-01T04:00:00Z,2000-04-30T04:00:00Z,,"The Center for Cancer Research (CCR) at MIT was established twenty years        
ago to conduct basic research in areas relevant to cancer. The CCR is an        
autonomous administrative unit with its own assigned space (53,343 sq. ft)      
and faculty slots under the control of the CCR Director, who reports to         
the Dean of Science. The CCR currently has 13 Staff Investigators and 6         
Affiliate Investigators. The CCR has a total staff of 170-180 researchers       
and the Affiliate labs represent more than 100 additional people. The CCR       
has its own administrative office responsible for management of the CCSG        
and research grants of the CCR, and of shared research facilities which         
include Biopolymers, Cell Sorter, Glassware, Media Preparation,                 
Quantitation & Computing, Research Microscopy & Photography, and                
Transgenic Animal & Histology facilities. The established research              
programs in the CCR are Molecular Genetics, Cell & Developmental Biology,       
and Immunology and the strengths of the CCR research lie in basic cell and      
molecular biology and, in recent years, the application of transgenic           
mouse methods the generate animal models of cancer and other diseases.          
Areas of emphasis include the discovery and analyses of oncogenes and           
tumor suppressor genes and other disease genes, regulation of gene              
transcription and RNA splicing, cell adhesion in normal and pathological        
situations, structure and function of the cytoskeleton, processing of cell      
surface proteins, antigen processing and presentation, and T & B cell           
development. In addition to its strengths in basic research, the CCR            
performs an important role in training future researchers in biomedical         
science, including undergraduate and graduate students, postdoctoral and        
clinical fellows. Extensive collaborations exist with medical schools,          
hospitals and the biotechnology/pharmaceutical industries. Thus, the            
research in the CCR has a major impact both on the fundamental                  
understanding of cancer and on translation to and from the clinical arena.      
",CANCER CENTER SUPPORT,,RICHARD O HYNES,1894213
29,2115833,,1995,EMORY UNIVERSITY,ATLANTA,GA,PHARMACOLOGY,2K05DA000008-21,DA000008,UNITED STATES,K05,101655,False,,National Institute on Drug Abuse,1975-09-01T04:00:00Z,2000-08-31T04:00:00Z,PA91102,"This is a renewal application for a NIDA Research Scientist Award. A
 program of research is proposed for studying behavioral effects of two
 types of drugs of significant clinical, social, and theoretical
 importance: 1) opioids, some of which have long represented a serious
 abuse problem; 2) caffeine, the most widely consumed behaviorally-active
 drug in the world, which has features that make it a convenient model
 ""drug of abuse"". The proposed experiments will be supported by two
 research grants from NIDA.
 
 The basic research strategy is to use behavioral methodologies as
 bioassays of drug interactions with their neuronal substrates in order to
 identify and characterize components of drug action that might be relevant
 to potential for abuse and to related phenomena, such as tolerance and
 physical dependence. Representative compounds will be studied over a range
 of doses in several complementary behavioral procedures, such as drug
 discrimination, locomotor activity, autotitration of reinforcement
 threshold for electrical stimulation of the brain, and drug-induced
 turning. Established collaborations with faculty colleagues will bring
 additional methodologies to bear on the research questions of interest.
 Most experiments will be performed on rats, some on squirrel monkeys.
 This approach will help in the interpretation of experimental findings by
 indicating their generality with respect to pharmacological, behavioral,
 and species variables.
 
 The proposed experiments will address several hypotheses. Among them are:
 1)Brain opioid systems can, under some conditions, modulate brain dopamine
 systems and behavioral effects of drugs that are mediated by dopamine. 2)
 Single-dose opioid agonist-induced sensitization to effects of antagonists
 is a model of acute physical dependence. 3) Discriminative effects of low
 and high doses of caffeine model, respectively, positive and negative mood
 states induced by caffeine in humans. 4) Brain dopamine systems mediate
 some behavioral effects of caffeine and tolerance to those effects,
 sometimes as a result of adenosine-receptor blockade.
 
 Several pre- and postdoctral trainees will participate in this research
 program each year. An important goal will be to provide them with
 technical and, most important, intellectual skills necessary for careers
 in research on the behavioral pharmacology of drugs of abuse.
",BEHAVIORAL PHARMACOLOGY OF OPIOIDS AND CAFFEINE,,STEPHEN G HOLTZMAN,1868593
30,2173260,,1995,UNIVERSITY OF CALIFORNIA SAN DIEGO,LA JOLLA,CA,BIOLOGY,4R37GM018386-26,GM018386,UNITED STATES,R37,558618,False,,National Institute of General Medical Sciences,1975-09-01T04:00:00Z,2000-08-31T04:00:00Z,,"This research program deals with mechanisms of transcription and
 transcriptional regulation. One major project area focusses on the
 mechanism for coupling the expression of certain viral genes to DNA
 replication during the development of the bacterial virus T4, a process
 that is now known to involve transcriptional enhancer mechanisms. The
 principal research topics are: 1) the role of DNA connectivity in the
 enhancement (i.e. whether enhancing interactions occur in a
 three-dimensional space or whether they require tracking along DNA); 2) the
 effects of assembling replication proteins into replisome on their ability
 to enhance transcription and the effects of ongoing replication on
 enhancement; 3) figuring out how transcriptional enhancement works at the
 molecular level by mapping protein-protein and protein-DNA interactions at
 the promoter and at the enhancer. These four broad topics will be pursued
 by various in vitro methods, including transcription kinetics, various
 footprinting techniques, photocrosslinking of protein to DNA, other
 crosslinking methods and other methods of analyzing the binding of proteins
 to DNA in assemblies of moderate complexity. A fourth topic involves
 certain in vivo correlates of the preceding analysis.
 
 The second project area consists of several research topics involving
 transcription by RNA polymerase III. It is now clear that only one
 transcription factor of the yeast RNA polymerase III, TFIIIB, is essential
 for positioning the enzyme at the start site for transcription. One
 research topic analyzes this minimal transcription initiation system in
 kinetic and structural terms, using normal and mutant promoters. A second
 research topic involves the use of photochemical methods, including the use
 of a newly developed photocrosslinking reagent, to analyze the structure of
 transcription complexes and to map protein-protein as well as protein-DNA
 interactions along an entire transcription unit. A third research topic
 involves kinetic and structural analysis of RNA chain elongation and
 termination by RNA polymerase III.
 
 The connecting thread of these two lines of research is their common focus
 on a molecular understanding of transcription and its regulation and on
 processes such as promoter finding, promoter opening, modulations of
 promoter strength by protein-protein and protein-DNA interactions, RNA
 chain elongation and termination that are common to transcription in all
 organisms and all types of cells.
",NUCLEIC ACIDS NUCLEOPROTEINS,,ERNEST PETER GEIDUSCHEK,1876894
31,2169177,,1995,YALE UNIVERSITY,NEW HAVEN,CT,BIOLOGY,2R01GM014642-28,GM014642,UNITED STATES,R01,423692,False,,National Institute of General Medical Sciences,1975-09-01T04:00:00Z,1999-01-31T05:00:00Z,,"In the biflagellate alga Chlamydomonas, flagellar detachment signals the
 immediate and coordinate upregulation of over 150 genes encoding flagellar
 proteins.  Synthesis of flagellar proteins rapidly ensues and, within
 minutes, new flagellar assembly is initiated.  To understand the process of
 organelle assembly we will study the synthesis and assembly of the
 flagellar radical spokes.  These structures, found only in the flagella,
 are required for flagellar motility; they are attached to the A-tubules of
 the outer doublet microtubules and are composed of 17 radial spoke
 polypeptides (RSPs) assembled into separable head and stalk domains.  We
 have cloned and sequenced the genes for several of these polypeptides,
 successfully using them to rescue mutants defective in spoke assembly.
 
 Chlamydomonas is a polarized cell with the flagella at one end.  With RSP
 antibodies and RSP cDNAs, we will determine by immunoelectron microscopy
 and in situ hybridization the site of RSP synthesis in the cytoplasm and
 subsequent route to the flagella.  We will also determine if the 17 RSPs
 form cytoplasmic pre-assembly aggregates prior to their transport to the
 flagellum.  To examine the assembly of spoke proteins onto the axoneme,
 RSPs obtained from cytoplasmic and flagellar extracts will be assembled
 onto axonemes isolated from mutants lacking entire spokes or spoke heads.
 We will continue to characterize the axonemal binding domain of RSP3 in
 vivo by testing the ability of mutagenized RSP3 to enter the flagellum,
 bind the axoneme, and target fusion proteins to the flagellar compartment.
 To determine how the RSPs and other flagellar proteins are transported to
 their assembly site at the flagellar tip, we will identify the molecular
 motors responsible for a newly-described motility beneath the flagellar
 membrane, IFT (Intraflagellar Transport).  In addition, we will use
 biochemical and genetic procedures, including our probes for RSPs and other
 flagellar proteins, to determine the nature of the cargo being carried by
 these motors.
 
 While investigating motors that may power IFT, we have determined that a
 kinesin-like protein (Klpl), the cDNA of which we have cloned and
 sequenced, is localized to only one of the two central pair microtubules of
 the flagellar axoneme.  We will clone and sequence the other kinesins we
 have identified in Chlamydomonas flagella and localize these proteins with
 specific antibody probes.  Since the central-pair microtubules are thought
 to rotate during flagellar beating, we will examine Klpl motility in vitro
 assays, testing for directionality and the ability to rotate microtubules.
 Proteins that interact with Klpl will be identified by non-denaturing
 immunoprecipitation with the Klpl antibody.  In addition, Klpl cDNAs will
 be mutagenized in vitro, and expressed in Chlamydomonas, to determine the
 functional role of this kinesin in vivo.
",SYNTHESIS AND ASSEMBLY OF FLAGELLAR PROTEINS,,JOEL L ROSENBAUM,1955194
